x,y,z,avg_M_x,avg_M_y,avg_M_z,avg_M_tot,
0,0,0,0,-24.24,-23.1,-27.84,43.546
1,0,0,0,-23.7,-22.92,-27.96,43.229
2,0,0,0,-23.28,-22.98,-27.66,42.838
3,0,0,0,-22.92,-23.22,-27.72,42.812
4,0,0,0,-23.34,-23.52,-27.84,43.278
5,0,0,0,-23.46,-23.7,-27.72,43.364
6,0,0,0,-23.82,-23.82,-27.84,43.702
7,0,0,0,-24,-23.7,-27.84,43.735
8,0,0,0,-23.94,-23.4,-27.66,43.425
9,0,0,0,-24.24,-23.16,-27.48,43.349
10,0,0,0,-24.24,-22.92,-27.66,43.336
11,0,0,0,-24.36,-23.28,-27.78,43.67
12,0,0,0,-24.36,-23.58,-27.9,43.907
13,0,0,0,-24.24,-24.06,-28.2,44.291
14,0,0,0,-24,-24,-28.32,44.204
15,0,0,0,-24.12,-23.52,-28.26,43.973
16,0,0,0,-24.12,-23.22,-28.26,43.813
17,0,0,0,-23.94,-22.92,-28.02,43.4
18,0,0,0,-24.18,-23.16,-27.78,43.506
19,0,0,0,-23.76,-23.4,-27.6,43.288
20,0,0,0,-23.94,-23.22,-27.6,43.29
21,0,0,0,-24.54,-23.28,-27.3,43.468
22,0,0,0,-24.66,-23.1,-27.48,43.553
23,0,0,0,-24.96,-23.1,-27.72,43.875
24,0,0,0,-24.6,-23.34,-28.02,43.989
25,0,0,0,-23.7,-23.4,-28.62,43.913
26,0,0,0,-23.28,-23.4,-28.38,43.531
27,0,0,0,-22.74,-23.1,-28.44,43.123
28,0,0,0,-22.62,-23.58,-28.5,43.358
29,0,0,0,-23.04,-24,-28.14,43.574
30,0,0,0,-23.04,-24.24,-28.26,43.784
31,0,0,0,-23.52,-24.42,-28.32,44.176
32,0,0,0,-23.7,-24.18,-28.14,44.025
33,0,0,0,-23.94,-23.88,-28.26,44.068
34,0,0,0,-23.94,-23.76,-28.2,43.965
35,0,0,0,-24,-23.88,-27.96,43.909
36,0,0,0,-23.94,-24.06,-27.96,43.975
37,0,0,0,-23.94,-23.82,-27.66,43.653
38,0,0,0,-24.18,-23.88,-27.48,43.704
39,0,0,0,-23.82,-23.58,-27.78,43.533
40,0,0,0,-23.94,-23.1,-27.96,43.457
41,0,0,0,-23.94,-23.34,-28.62,44.011
42,0,0,0,-23.94,-23.22,-28.8,44.065
43,0,0,0,-23.94,-23.4,-28.26,43.81
44,0,0,0,-23.88,-23.76,-28.08,43.855
45,0,0,0,-23.46,-23.46,-28.02,43.427
46,0,0,0,-23.58,-23.58,-28.2,43.672
47,0,0,0,-23.76,-23.4,-28.62,43.945
48,0,0,0,-24.18,-23.34,-28.8,44.259
49,0,0,0,-24.6,-23.58,-28.62,44.5
50,0,0,0,-24.36,-23.76,-28.62,44.464
51,0,0,0,-23.94,-23.58,-28.62,44.139
52,0,0,0,-23.4,-23.34,-28.62,43.72
53,0,0,0,-23.22,-23.04,-28.62,43.464
54,0,0,0,-23.4,-22.92,-28.92,43.695
55,0,0,0,-23.76,-23.04,-28.74,43.833
56,0,0,0,-23.82,-23.4,-28.38,43.822
57,0,0,0,-23.64,-23.58,-28.56,43.938
58,0,0,0,-23.52,-23.82,-28.14,43.731
59,0,0,0,-23.82,-23.82,-27.84,43.702
60,0,0,0,-24.18,-23.58,-27.84,43.769
61,0,0,0,-24.18,-23.76,-27.42,43.601
62,0,0,0,-24.42,-23.46,-27.54,43.648
63,0,0,0,-24.18,-23.58,-27.96,43.846
64,0,0,0,-24,-23.76,-28.02,43.882
65,0,0,0,-24.3,-23.64,-28.26,44.136
66,0,0,0,-24.18,-23.76,-28.02,43.981
67,0,0,0,-24.24,-23.76,-27.72,43.824
68,0,0,0,-23.88,-23.52,-27.54,43.381
69,0,0,0,-23.82,-23.46,-27.36,43.201
70,0,0,0,-23.88,-23.7,-27.66,43.555
71,0,0,0,-23.88,-23.7,-27.3,43.327
72,0,0,0,-24.12,-24,-27.72,43.888
73,0,0,0,-24.12,-23.82,-27.84,43.866
74,0,0,0,-24,-23.52,-27.84,43.638
75,0,0,0,-24.18,-23.52,-28.5,44.16
76,0,0,0,-24.24,-23.1,-28.5,43.971
77,0,0,0,-24.18,-22.92,-28.68,43.961
78,0,0,0,-24.18,-22.74,-28.44,43.711
79,0,0,0,-24.12,-23.04,-28.26,43.718
80,0,0,0,-24.18,-23.28,-28.14,43.801
81,0,0,0,-24.18,-23.34,-27.84,43.641
82,0,0,0,-24.12,-23.64,-28.32,44.075
83,0,0,0,-23.88,-23.28,-28.62,43.947
84,0,0,0,-23.76,-23.28,-28.2,43.609
85,0,0,0,-23.76,-23.4,-28.74,44.024
86,0,0,0,-24.06,-23.28,-28.26,43.812
87,0,0,0,-24.36,-23.28,-27.96,43.785
88,0,0,0,-24.24,-23.34,-28.08,43.827
89,0,0,0,-24.24,-23.58,-27.72,43.726
90,0,0,0,-24.36,-23.88,-27.78,43.993
91,0,0,0,-24.06,-24.06,-27.66,43.85
92,0,0,0,-24.42,-24,-27.72,44.054
93,0,0,0,-24.54,-23.7,-27.72,43.958
94,0,0,0,-24.12,-23.58,-27.78,43.698
95,0,0,0,-24.18,-23.64,-27.9,43.84
96,0,0,0,-24.24,-23.34,-28.14,43.866
97,0,0,0,-24.18,-23.58,-27.96,43.846
98,0,0,0,-24.36,-23.4,-28.02,43.887
99,0,0,0,-23.94,-23.46,-28.02,43.688
100,1,0,0,-22.02,-27.9,-27.72,45.074
101,1,0,0,-22.2,-27.78,-27.72,45.088
102,1,0,0,-21.96,-27.96,-27.9,45.193
103,1,0,0,-21.9,-27.84,-27.72,44.979
104,1,0,0,-21.96,-27.66,-27.84,44.971
105,1,0,0,-21.54,-27.78,-27.96,44.916
106,1,0,0,-21.54,-27.84,-27.72,44.804
107,1,0,0,-21.54,-27.42,-27.84,44.619
108,1,0,0,-21.54,-27.42,-27.84,44.619
109,1,0,0,-21.66,-27.24,-27.9,44.605
110,1,0,0,-21.72,-27,-28.02,44.563
111,1,0,0,-21.48,-27.12,-27.54,44.219
112,1,0,0,-21.72,-27.48,-27.42,44.483
113,1,0,0,-21.6,-27.6,-27.24,44.388
114,1,0,0,-21.6,-27.78,-27.6,44.722
115,1,0,0,-21.9,-27.84,-28.02,45.164
116,1,0,0,-21.6,-27.54,-28.26,44.985
117,1,0,0,-21.72,-27.66,-27.9,44.891
118,1,0,0,-22.14,-27.66,-27.42,44.801
119,1,0,0,-22.08,-27.48,-27.48,44.697
120,1,0,0,-21.96,-27.42,-27.12,44.38
121,1,0,0,-22.14,-27.3,-27.6,44.69
122,1,0,0,-21.96,-27.36,-27.6,44.638
123,1,0,0,-21.78,-27.54,-27.72,44.735
124,1,0,0,-22.14,-27.42,-28.14,45.099
125,1,0,0,-22.08,-27.12,-28.32,45
126,1,0,0,-21.72,-26.76,-28.14,44.494
127,1,0,0,-21.66,-26.46,-27.84,44.095
128,1,0,0,-21.54,-26.76,-27.72,44.141
129,1,0,0,-21.72,-26.7,-27.66,44.156
130,1,0,0,-22.2,-27,-27.96,44.762
131,1,0,0,-22.14,-27.24,-28.14,44.99
132,1,0,0,-22.56,-26.88,-28.32,45.094
133,1,0,0,-22.26,-27.12,-28.08,44.939
134,1,0,0,-22.44,-26.4,-28.26,44.712
135,1,0,0,-22.44,-26.1,-28.38,44.612
136,1,0,0,-22.38,-25.86,-28.32,44.403
137,1,0,0,-22.68,-25.92,-28.68,44.819
138,1,0,0,-22.38,-26.04,-28.74,44.776
139,1,0,0,-22.26,-26.1,-29.04,44.945
140,1,0,0,-22.14,-25.8,-29.28,44.868
141,1,0,0,-21.78,-25.26,-29.4,44.461
142,1,0,0,-21.72,-25.02,-29.4,44.296
143,1,0,0,-21.66,-24.9,-29.4,44.199
144,1,0,0,-21.48,-24.78,-29.64,44.204
145,1,0,0,-21.84,-24.78,-29.7,44.42
146,1,0,0,-22.08,-24.48,-29.52,44.252
147,1,0,0,-22.62,-24.3,-29.4,44.345
148,1,0,0,-22.32,-24.36,-29.22,44.107
149,1,0,0,-22.14,-23.76,-29.76,44.05
150,1,0,0,-22.32,-23.94,-29.94,44.359
151,1,0,0,-22.14,-23.46,-30,44.052
152,1,0,0,-22.56,-22.98,-29.58,43.727
153,1,0,0,-22.56,-23.46,-28.92,43.54
154,1,0,0,-22.62,-23.52,-28.92,43.603
155,1,0,0,-22.68,-23.7,-28.98,43.771
156,1,0,0,-22.74,-23.82,-29.52,44.226
157,1,0,0,-22.98,-23.46,-29.82,44.359
158,1,0,0,-22.86,-23.28,-30.12,44.404
159,1,0,0,-22.8,-23.34,-30.06,44.364
160,1,0,0,-22.92,-23.52,-29.76,44.319
161,1,0,0,-22.74,-23.52,-29.88,44.307
162,1,0,0,-22.92,-23.22,-29.46,43.959
163,1,0,0,-23.04,-22.8,-29.82,44.044
164,1,0,0,-22.98,-22.74,-29.94,44.063
165,1,0,0,-23.28,-22.68,-29.82,44.109
166,1,0,0,-23.1,-23.22,-30.24,44.578
167,1,0,0,-22.98,-23.64,-29.88,44.494
168,1,0,0,-23.04,-23.4,-30,44.479
169,1,0,0,-22.98,-23.64,-29.94,44.535
170,1,0,0,-22.98,-23.34,-29.82,44.295
171,1,0,0,-22.86,-23.34,-30.24,44.517
172,1,0,0,-22.5,-23.64,-30.06,44.37
173,1,0,0,-22.68,-23.88,-29.76,44.388
174,1,0,0,-22.86,-24.18,-29.82,44.682
175,1,0,0,-23.16,-24.06,-29.52,44.572
176,1,0,0,-23.34,-23.88,-29.58,44.609
177,1,0,0,-23.28,-23.64,-29.82,44.61
178,1,0,0,-22.98,-23.76,-30.06,44.679
179,1,0,0,-22.86,-23.88,-30.24,44.803
180,1,0,0,-22.92,-24.06,-30.24,44.93
181,1,0,0,-22.5,-23.94,-29.94,44.45
182,1,0,0,-22.26,-23.82,-29.34,43.86
183,1,0,0,-22.2,-23.76,-29.16,43.677
184,1,0,0,-22.26,-23.76,-28.92,43.548
185,1,0,0,-22.5,-24.18,-29.28,44.139
186,1,0,0,-22.98,-23.82,-29.28,44.19
187,1,0,0,-22.92,-24.36,-28.62,44.021
188,1,0,0,-23.22,-24.42,-28.86,44.367
189,1,0,0,-22.8,-24.18,-28.74,43.937
190,1,0,0,-22.74,-24.48,-28.8,44.111
191,1,0,0,-23.16,-24.12,-29.28,44.446
192,1,0,0,-22.92,-23.82,-28.98,43.961
193,1,0,0,-23.1,-23.64,-29.46,44.276
194,1,0,0,-22.98,-23.4,-29.58,44.166
195,1,0,0,-22.56,-23.34,-29.94,44.16
196,1,0,0,-22.38,-23.46,-30,44.173
197,1,0,0,-22.44,-23.94,-29.58,44.178
198,1,0,0,-22.56,-24.42,-29.7,44.58
199,1,0,0,-22.74,-24.48,-29.22,44.387
200,2,0,0,-21.06,-26.34,-28.44,44.115
201,2,0,0,-21.12,-26.58,-28.44,44.288
202,2,0,0,-21.18,-26.58,-28.74,44.509
203,2,0,0,-21.48,-26.58,-28.74,44.653
204,2,0,0,-21.54,-26.88,-29.04,45.054
205,2,0,0,-21.66,-26.7,-28.92,44.927
206,2,0,0,-21.3,-26.52,-28.8,44.569
207,2,0,0,-20.94,-26.58,-28.62,44.318
208,2,0,0,-21.06,-26.34,-28.32,44.038
209,2,0,0,-20.76,-26.28,-28.74,44.132
210,2,0,0,-20.94,-26.28,-28.62,44.139
211,2,0,0,-20.94,-26.46,-28.8,44.363
212,2,0,0,-21.06,-27,-28.92,44.821
213,2,0,0,-21.06,-26.94,-28.8,44.707
214,2,0,0,-20.94,-26.94,-29.1,44.845
215,2,0,0,-20.7,-26.88,-29.58,45.011
216,2,0,0,-20.4,-26.4,-29.7,44.668
217,2,0,0,-20.46,-26.58,-29.46,44.643
218,2,0,0,-21.06,-26.52,-29.4,44.846
219,2,0,0,-20.88,-26.4,-29.04,44.455
220,2,0,0,-21.12,-26.46,-28.62,44.332
221,2,0,0,-21.12,-26.28,-29.04,44.497
222,2,0,0,-20.64,-26.4,-28.8,44.186
223,2,0,0,-21.06,-26.16,-29.04,44.398
224,2,0,0,-20.82,-26.22,-29.16,44.399
225,2,0,0,-20.82,-26.58,-29.16,44.612
226,2,0,0,-20.76,-26.82,-29.1,44.689
227,2,0,0,-20.28,-26.76,-29.22,44.51
228,2,0,0,-20.22,-26.76,-29.4,44.602
229,2,0,0,-20.1,-26.34,-29.4,44.296
230,2,0,0,-20.22,-26.04,-29.76,44.414
231,2,0,0,-20.64,-26.16,-29.46,44.477
232,2,0,0,-20.7,-26.16,-29.52,44.545
233,2,0,0,-20.94,-25.92,-29.34,44.398
234,2,0,0,-21.12,-26.16,-29.34,44.623
235,2,0,0,-21.12,-26.04,-29.52,44.672
236,2,0,0,-20.88,-26.1,-29.46,44.554
237,2,0,0,-21.12,-26.64,-29.46,44.985
238,2,0,0,-20.94,-26.46,-29.22,44.637
239,2,0,0,-20.82,-26.46,-28.8,44.306
240,2,0,0,-20.94,-26.34,-28.68,44.213
241,2,0,0,-21.06,-26.1,-28.86,44.245
242,2,0,0,-21.24,-26.58,-29.16,44.81
243,2,0,0,-21.36,-26.52,-29.22,44.871
244,2,0,0,-21.36,-26.34,-29.34,44.843
245,2,0,0,-21.24,-26.58,-29.28,44.888
246,2,0,0,-21,-25.98,-29.16,44.343
247,2,0,0,-20.7,-26.22,-29.1,44.303
248,2,0,0,-20.82,-26.28,-29.16,44.434
249,2,0,0,-20.46,-26.22,-29.4,44.39
250,2,0,0,-20.64,-26.16,-29.52,44.517
251,2,0,0,-20.7,-26.04,-29.58,44.515
252,2,0,0,-20.88,-26.22,-29.7,44.783
253,2,0,0,-21.24,-26.1,-29.04,44.448
254,2,0,0,-21.12,-26.34,-29.04,44.533
255,2,0,0,-21.24,-26.4,-28.86,44.508
256,2,0,0,-20.94,-25.86,-28.56,43.851
257,2,0,0,-20.7,-26.04,-28.74,43.961
258,2,0,0,-20.82,-25.86,-28.38,43.676
259,2,0,0,-20.7,-26.1,-28.68,43.957
260,2,0,0,-21,-26.16,-28.74,44.174
261,2,0,0,-21.42,-25.86,-28.98,44.355
262,2,0,0,-21.24,-25.92,-28.98,44.304
263,2,0,0,-21.36,-25.68,-29.1,44.3
264,2,0,0,-21.18,-25.92,-29.16,44.393
265,2,0,0,-21.12,-26.16,-29.34,44.623
266,2,0,0,-21.3,-26.04,-29.34,44.639
267,2,0,0,-21.54,-26.1,-29.4,44.828
268,2,0,0,-21.66,-26.04,-29.64,45.009
269,2,0,0,-21.48,-26.1,-29.04,44.564
270,2,0,0,-21.9,-26.22,-29.04,44.838
271,2,0,0,-22.08,-25.98,-29.28,44.942
272,2,0,0,-22.08,-26.1,-29.22,44.973
273,2,0,0,-22.08,-25.86,-29.52,45.03
274,2,0,0,-21.54,-25.68,-29.7,44.783
275,2,0,0,-21.18,-25.74,-29.52,44.526
276,2,0,0,-20.94,-25.62,-29.16,44.104
277,2,0,0,-20.76,-25.56,-29.4,44.144
278,2,0,0,-20.94,-25.74,-29.64,44.492
279,2,0,0,-20.88,-25.56,-29.34,44.16
280,2,0,0,-20.94,-25.62,-29.58,44.383
281,2,0,0,-21,-25.8,-29.58,44.515
282,2,0,0,-20.94,-25.5,-28.98,43.916
283,2,0,0,-21,-25.74,-28.56,43.809
284,2,0,0,-20.94,-25.8,-28.14,43.543
285,2,0,0,-20.94,-25.8,-27.72,43.273
286,2,0,0,-21,-25.68,-28.08,43.462
287,2,0,0,-21.18,-25.5,-28.68,43.834
288,2,0,0,-21.12,-25.5,-28.98,44.002
289,2,0,0,-21.12,-25.44,-29.28,44.165
290,2,0,0,-21.12,-25.8,-29.16,44.294
291,2,0,0,-20.64,-26.28,-29.22,44.39
292,2,0,0,-20.76,-26.22,-29.16,44.371
293,2,0,0,-20.7,-26.16,-29.16,44.307
294,2,0,0,-20.64,-25.98,-29.28,44.253
295,2,0,0,-21.42,-25.5,-29.28,44.344
296,2,0,0,-21.42,-25.5,-29.4,44.423
297,2,0,0,-21.42,-25.44,-29.04,44.151
298,2,0,0,-21.3,-25.92,-29.22,44.49
299,2,0,0,-21.12,-25.92,-29.1,44.325
300,3,0,0,-20.46,-25.14,-30.12,44.248
301,3,0,0,-20.22,-24.6,-30.06,43.791
302,3,0,0,-19.98,-24.6,-30.18,43.763
303,3,0,0,-19.86,-24.42,-30.36,43.732
304,3,0,0,-19.68,-24.36,-30.72,43.868
305,3,0,0,-19.98,-24.6,-31.08,44.388
306,3,0,0,-20.52,-24.84,-31.08,44.767
307,3,0,0,-20.64,-25.14,-30.48,44.576
308,3,0,0,-20.88,-24.84,-30.42,44.479
309,3,0,0,-20.58,-24.78,-30.3,44.223
310,3,0,0,-20.46,-24.66,-30.06,43.936
311,3,0,0,-20.46,-24.66,-30.24,44.059
312,3,0,0,-20.16,-24.9,-30.06,43.932
313,3,0,0,-20.04,-24.96,-29.7,43.666
314,3,0,0,-20.22,-25.08,-29.94,43.98
315,3,0,0,-19.98,-25.14,-29.82,43.823
316,3,0,0,-20.22,-25.08,-30,44.021
317,3,0,0,-20.46,-25.2,-30.18,44.322
318,3,0,0,-20.28,-25.08,-29.7,43.845
319,3,0,0,-20.28,-24.78,-29.7,43.674
320,3,0,0,-20.34,-24.54,-30,43.771
321,3,0,0,-20.64,-24.54,-30.12,43.994
322,3,0,0,-20.58,-24.54,-30.42,44.172
323,3,0,0,-20.52,-24.54,-30.42,44.144
324,3,0,0,-20.46,-24.54,-30.24,43.992
325,3,0,0,-20.34,-24.48,-30.24,43.903
326,3,0,0,-20.22,-24.48,-29.94,43.641
327,3,0,0,-20.46,-24.78,-29.88,43.88
328,3,0,0,-20.22,-25.2,-29.64,43.845
329,3,0,0,-20.34,-25.14,-29.82,43.988
330,3,0,0,-20.58,-25.08,-30.42,44.474
331,3,0,0,-20.7,-24.78,-30.9,44.692
332,3,0,0,-21,-24.18,-31.02,44.586
333,3,0,0,-21,-24.24,-30.84,44.494
334,3,0,0,-20.88,-24.3,-30.6,44.304
335,3,0,0,-20.64,-24.3,-30.66,44.233
336,3,0,0,-20.64,-24.48,-31.02,44.582
337,3,0,0,-20.22,-24.24,-31.32,44.468
338,3,0,0,-20.34,-24.24,-31.02,44.312
339,3,0,0,-20.34,-24.3,-30.78,44.177
340,3,0,0,-20.16,-24.3,-30.42,43.844
341,3,0,0,-20.22,-24.24,-30.12,43.631
342,3,0,0,-20.4,-24.18,-30.3,43.806
343,3,0,0,-20.22,-24.12,-30.3,43.689
344,3,0,0,-20.64,-24.42,-30.24,44.009
345,3,0,0,-20.76,-24.48,-30.36,44.181
346,3,0,0,-20.46,-24.3,-30.6,44.107
347,3,0,0,-20.58,-24.36,-30.84,44.363
348,3,0,0,-20.7,-24.3,-30.72,44.302
349,3,0,0,-21.06,-24.66,-30.72,44.669
350,3,0,0,-21.24,-24.84,-30.6,44.772
351,3,0,0,-21.54,-24.66,-30.06,44.449
352,3,0,0,-21.12,-24.42,-30.6,44.483
353,3,0,0,-20.82,-23.94,-30.66,44.121
354,3,0,0,-20.88,-23.76,-30.84,44.177
355,3,0,0,-20.88,-24,-31.14,44.516
356,3,0,0,-21,-24.36,-30.66,44.435
357,3,0,0,-20.94,-24.6,-30.3,44.291
358,3,0,0,-20.88,-24.78,-30,44.159
359,3,0,0,-20.82,-24.48,-29.82,43.84
360,3,0,0,-20.76,-24.54,-29.7,43.764
361,3,0,0,-20.4,-24.54,-29.82,43.676
362,3,0,0,-19.98,-24.3,-29.82,43.347
363,3,0,0,-19.92,-24.84,-29.58,43.46
364,3,0,0,-19.98,-24.54,-29.7,43.399
365,3,0,0,-20.4,-24.3,-29.88,43.583
366,3,0,0,-20.88,-24.3,-29.88,43.81
367,3,0,0,-20.82,-23.76,-30.42,43.856
368,3,0,0,-20.7,-23.58,-30.78,43.954
369,3,0,0,-20.82,-23.7,-30.72,44.033
370,3,0,0,-20.88,-23.88,-30.54,44.033
371,3,0,0,-21.24,-24.12,-30.48,44.294
372,3,0,0,-21.48,-24.36,-30.24,44.376
373,3,0,0,-21.78,-24.12,-30.42,44.514
374,3,0,0,-21.6,-24.06,-30.54,44.476
375,3,0,0,-21.3,-23.88,-30.72,44.358
376,3,0,0,-21.48,-24.12,-30.54,44.451
377,3,0,0,-21.18,-24.48,-30.6,44.545
378,3,0,0,-21.06,-24.36,-30.96,44.671
379,3,0,0,-21.18,-24.48,-30.72,44.627
380,3,0,0,-21,-24.42,-30.84,44.592
381,3,0,0,-21.06,-24.54,-30.78,44.645
382,3,0,0,-21.18,-24.66,-30.54,44.603
383,3,0,0,-21,-25.08,-30.66,44.833
384,3,0,0,-21.3,-24.66,-30.42,44.578
385,3,0,0,-21.3,-24.48,-30.36,44.437
386,3,0,0,-21.72,-24.48,-30.3,44.6
387,3,0,0,-21.9,-24.24,-30.24,44.516
388,3,0,0,-21.72,-24.18,-30.3,44.436
389,3,0,0,-21.6,-24.6,-30.24,44.567
390,3,0,0,-21.18,-24.54,-30.54,44.536
391,3,0,0,-21.12,-24.6,-30.18,44.295
392,3,0,0,-20.82,-24.6,-30.36,44.276
393,3,0,0,-20.88,-24.42,-30.6,44.37
394,3,0,0,-21.18,-24.36,-30.66,44.52
395,3,0,0,-21.12,-24.18,-30.9,44.559
396,3,0,0,-21.42,-24.3,-31.08,44.892
397,3,0,0,-21.42,-24.24,-30.9,44.735
398,3,0,0,-21.42,-24.48,-30.72,44.742
399,3,0,0,-21.6,-24.6,-30.78,44.935
400,4,0,0,-20.34,-23.52,-29.76,43.041
401,4,0,0,-20.4,-23.76,-29.46,42.995
402,4,0,0,-20.22,-23.76,-29.58,42.993
403,4,0,0,-20.64,-23.64,-29.1,42.798
404,4,0,0,-20.46,-23.76,-28.98,42.696
405,4,0,0,-20.52,-23.7,-29.04,42.733
406,4,0,0,-20.82,-23.7,-28.92,42.796
407,4,0,0,-20.52,-23.88,-28.92,42.752
408,4,0,0,-20.52,-23.7,-29.04,42.733
409,4,0,0,-20.4,-23.76,-29.22,42.831
410,4,0,0,-20.34,-23.82,-29.46,43
411,4,0,0,-19.98,-23.58,-29.7,42.864
412,4,0,0,-19.98,-23.7,-29.46,42.764
413,4,0,0,-19.92,-23.52,-29.4,42.595
414,4,0,0,-19.98,-23.34,-29.64,42.691
415,4,0,0,-20.22,-23.22,-29.34,42.531
416,4,0,0,-20.22,-22.8,-29.52,42.428
417,4,0,0,-20.4,-22.68,-29.7,42.575
418,4,0,0,-20.52,-22.86,-29.58,42.645
419,4,0,0,-20.34,-22.92,-29.88,42.8
420,4,0,0,-20.4,-23.16,-30.18,43.167
421,4,0,0,-20.4,-23.46,-30,43.203
422,4,0,0,-20.4,-22.98,-30.24,43.113
423,4,0,0,-20.7,-22.98,-30.12,43.172
424,4,0,0,-20.76,-22.98,-30.06,43.159
425,4,0,0,-20.52,-22.68,-29.76,42.674
426,4,0,0,-20.28,-22.8,-29.52,42.456
427,4,0,0,-20.52,-22.86,-29.64,42.687
428,4,0,0,-20.4,-22.98,-29.34,42.486
429,4,0,0,-20.58,-23.1,-29.88,43.011
430,4,0,0,-20.64,-22.92,-29.7,42.819
431,4,0,0,-20.4,-22.68,-30,42.785
432,4,0,0,-20.34,-22.8,-30.06,42.862
433,4,0,0,-20.28,-22.74,-29.7,42.55
434,4,0,0,-20.4,-22.92,-29.76,42.745
435,4,0,0,-20.34,-23.34,-29.64,42.86
436,4,0,0,-20.46,-23.22,-29.52,42.769
437,4,0,0,-20.64,-23.58,-29.4,42.97
438,4,0,0,-20.34,-24.12,-29.4,43.126
439,4,0,0,-20.64,-23.94,-29.1,42.964
440,4,0,0,-20.7,-24.06,-29.1,43.06
441,4,0,0,-20.46,-23.7,-29.64,43.114
442,4,0,0,-20.76,-23.58,-29.94,43.398
443,4,0,0,-20.76,-23.7,-30.3,43.712
444,4,0,0,-20.82,-23.4,-30.6,43.788
445,4,0,0,-21.3,-23.34,-30.18,43.695
446,4,0,0,-21.06,-22.92,-30,43.23
447,4,0,0,-21.3,-22.92,-29.82,43.223
448,4,0,0,-21.36,-23.4,-30.06,43.674
449,4,0,0,-21.12,-23.82,-30.12,43.825
450,4,0,0,-21.18,-24.12,-30.42,44.224
451,4,0,0,-20.76,-24,-30.24,43.834
452,4,0,0,-20.46,-23.76,-29.76,43.23
453,4,0,0,-20.64,-23.22,-29.94,43.146
454,4,0,0,-20.1,-22.98,-29.52,42.468
455,4,0,0,-20.04,-23.22,-29.52,42.57
456,4,0,0,-20.16,-23.34,-29.7,42.817
457,4,0,0,-19.68,-23.58,-29.52,42.6
458,4,0,0,-20.34,-23.76,-29.52,43.008
459,4,0,0,-20.58,-23.88,-29.58,43.229
460,4,0,0,-20.46,-23.58,-29.82,43.172
461,4,0,0,-20.76,-23.58,-29.7,43.233
462,4,0,0,-20.52,-23.76,-29.82,43.299
463,4,0,0,-20.52,-23.34,-29.88,43.112
464,4,0,0,-20.76,-23.58,-29.46,43.068
465,4,0,0,-20.4,-23.34,-29.88,43.055
466,4,0,0,-20.76,-23.28,-29.94,43.236
467,4,0,0,-20.58,-23.04,-30.12,43.146
468,4,0,0,-20.58,-22.86,-30.3,43.176
469,4,0,0,-21,-22.74,-30.06,43.148
470,4,0,0,-20.76,-22.56,-29.88,42.811
471,4,0,0,-21.06,-22.98,-29.22,42.725
472,4,0,0,-20.88,-22.98,-29.22,42.636
473,4,0,0,-20.7,-23.1,-29.1,42.531
474,4,0,0,-20.76,-22.8,-29.34,42.564
475,4,0,0,-20.58,-23.04,-29.88,42.979
476,4,0,0,-20.4,-23.04,-29.94,42.935
477,4,0,0,-20.58,-23.22,-29.34,42.703
478,4,0,0,-20.7,-23.4,-29.04,42.654
479,4,0,0,-20.22,-22.92,-28.86,42.037
480,4,0,0,-20.28,-22.86,-28.92,42.074
481,4,0,0,-20.22,-23.22,-29.52,42.655
482,4,0,0,-19.86,-23.28,-29.76,42.685
483,4,0,0,-19.92,-23.52,-30.06,43.053
484,4,0,0,-20.04,-23.64,-29.94,43.091
485,4,0,0,-19.98,-23.76,-30.18,43.296
486,4,0,0,-20.46,-23.82,-30.12,43.511
487,4,0,0,-20.88,-23.7,-30.12,43.645
488,4,0,0,-20.82,-23.58,-30.18,43.593
489,4,0,0,-20.4,-23.1,-29.82,42.884
490,4,0,0,-20.28,-22.98,-29.4,42.47
491,4,0,0,-19.86,-23.1,-29.34,42.295
492,4,0,0,-20.22,-23.34,-29.58,42.762
493,4,0,0,-20.46,-23.34,-29.94,43.125
494,4,0,0,-20.58,-23.64,-30.24,43.553
495,4,0,0,-20.76,-23.52,-30.06,43.448
496,4,0,0,-20.4,-23.16,-30.12,43.125
497,4,0,0,-20.76,-23.28,-29.4,42.864
498,4,0,0,-20.46,-23.28,-29.52,42.802
499,4,0,0,-20.46,-23.28,-29.7,42.926
500,5,0,0,-19.26,-22.26,-27,39.943
501,5,0,0,-19.2,-22.38,-27.54,40.348
502,5,0,0,-19.32,-22.8,-27.06,40.316
503,5,0,0,-19.44,-23.04,-26.7,40.27
504,5,0,0,-19.32,-23.16,-27,40.48
505,5,0,0,-19.08,-23.28,-26.88,40.355
506,5,0,0,-18.6,-23.22,-26.82,40.055
507,5,0,0,-18.36,-23.16,-26.64,39.789
508,5,0,0,-18.3,-23.64,-26.76,40.123
509,5,0,0,-18.06,-24.12,-26.88,40.379
510,5,0,0,-18.3,-24.24,-26.82,40.519
511,5,0,0,-18.3,-24.18,-26.94,40.563
512,5,0,0,-18.48,-23.88,-26.46,40.148
513,5,0,0,-18.96,-23.88,-26.4,40.332
514,5,0,0,-18.96,-23.82,-26.64,40.454
515,5,0,0,-19.02,-23.88,-26.64,40.518
516,5,0,0,-19.26,-23.88,-26.88,40.789
517,5,0,0,-18.96,-23.34,-26.76,40.253
518,5,0,0,-19.14,-23.34,-26.88,40.418
519,5,0,0,-19.26,-23.52,-26.88,40.579
