x,y,z,avg_M_x,avg_M_y,avg_M_z,avg_M_tot,
3443,27,7,0,-31.68,7.38,-30.54,44.618
3444,27,7,0,-31.86,7.26,-30.42,44.645
3445,27,7,0,-31.86,7.32,-30.18,44.491
3446,27,7,0,-31.02,7.5,-29.7,43.596
3447,27,7,0,-31.14,7.32,-30.24,44.02
3448,27,7,0,-31.2,7.38,-29.82,43.785
3449,27,7,0,-31.44,7.14,-30.06,44.08
3450,27,7,0,-31.8,7.08,-30,44.287
3451,27,7,0,-32.04,7.26,-29.64,44.247
3452,27,7,0,-31.74,7.32,-30.3,44.487
3453,27,7,0,-31.38,7.5,-29.88,43.975
3454,27,7,0,-31.14,7.44,-30.24,44.04
3455,27,7,0,-31.02,7.62,-30.36,44.069
3456,27,7,0,-31.02,7.56,-30.18,43.934
3457,27,7,0,-31.2,8.04,-30.18,44.147
3458,27,7,0,-31.32,8.04,-30.42,44.396
3459,27,7,0,-31.56,7.92,-30.96,44.914
3460,27,7,0,-31.56,7.98,-30.84,44.842
3461,27,7,0,-31.62,7.68,-31.02,44.956
3462,27,7,0,-31.68,7.62,-30.48,44.617
3463,27,7,0,-31.38,7.32,-29.88,43.944
3464,27,7,0,-31.86,7.38,-29.64,44.137
3465,27,7,0,-31.62,7.56,-29.58,43.954
3466,27,7,0,-31.86,7.86,-29.88,44.381
3467,27,7,0,-31.92,8.22,-29.76,44.408
3468,27,7,0,-31.68,8.16,-30.3,44.59
3469,27,7,0,-31.98,8.16,-30.12,44.682
3470,27,7,0,-31.92,7.98,-30.12,44.607
3471,27,7,0,-31.92,7.62,-30,44.463
3472,27,7,0,-31.86,7.8,-29.82,44.33
3473,27,7,0,-31.68,7.92,-30.18,44.466
3474,27,7,0,-31.5,7.86,-30.3,44.409
3475,27,7,0,-31.44,7.86,-30.66,44.613
3476,27,7,0,-31.44,7.8,-30.66,44.602
3477,27,7,0,-31.56,7.44,-30.54,44.543
3478,27,7,0,-31.62,7.26,-30.48,44.515
3479,27,7,0,-31.44,7.74,-29.7,43.937
3480,27,7,0,-31.2,7.68,-29.64,43.714
3481,27,7,0,-31.44,8.04,-29.22,43.668
3482,27,7,0,-31.44,7.98,-28.86,43.417
3483,27,7,0,-31.8,8.04,-29.46,44.088
3484,27,7,0,-31.92,7.98,-29.46,44.164
3485,27,7,0,-31.92,7.62,-29.7,44.261
3486,27,7,0,-31.92,7.86,-30,44.505
3487,27,7,0,-31.86,7.8,-30.12,44.532
3488,27,7,0,-32.16,7.8,-30.12,44.747
3489,27,7,0,-31.98,8.16,-30.36,44.845
3490,27,7,0,-32.16,8.04,-30.66,45.155
3491,27,7,0,-32.16,8.04,-30.3,44.911
3492,27,7,0,-32.04,7.98,-30.18,44.733
3493,27,7,0,-31.92,7.8,-30.06,44.535
3494,27,7,0,-31.92,7.86,-29.7,44.303
3495,27,7,0,-31.74,7.5,-29.64,44.07
3496,27,7,0,-31.74,7.2,-30.24,44.427
3497,27,7,0,-31.74,7.2,-29.94,44.223
3498,27,7,0,-31.44,7.32,-30.06,44.11
3499,27,7,0,-31.62,7.14,-30.24,44.331
3500,27,8,0,-31.8,6.78,-31.68,45.396
3501,27,8,0,-31.74,6.78,-31.98,45.564
3502,27,8,0,-31.68,6.66,-32.1,45.589
3503,27,8,0,-31.44,6.48,-32.34,45.567
3504,27,8,0,-31.62,6.66,-31.98,45.463
3505,27,8,0,-31.68,6.48,-32.22,45.648
3506,27,8,0,-31.44,6.6,-32.4,45.627
3507,27,8,0,-31.44,6.3,-32.46,45.627
3508,27,8,0,-31.26,6,-32.76,45.677
3509,27,8,0,-31.26,6.18,-32.46,45.487
3510,27,8,0,-31.74,5.82,-32.22,45.601
3511,27,8,0,-32.04,5.94,-31.98,45.657
3512,27,8,0,-32.16,6.3,-32.22,45.957
3513,27,8,0,-32.58,6.12,-32.28,46.27
3514,27,8,0,-32.46,6.24,-32.04,46.034
3515,27,8,0,-32.22,6.36,-31.92,45.798
3516,27,8,0,-32.1,6.12,-31.56,45.43
3517,27,8,0,-31.92,6.3,-31.56,45.328
3518,27,8,0,-31.86,6.36,-31.32,45.127
3519,27,8,0,-32.04,6.18,-31.5,45.354
3520,27,8,0,-31.8,6.18,-31.74,45.353
3521,27,8,0,-31.8,6.54,-31.62,45.319
3522,27,8,0,-31.92,6.54,-31.98,45.655
3523,27,8,0,-32.04,6.42,-31.68,45.513
3524,27,8,0,-31.8,6.48,-31.98,45.563
3525,27,8,0,-31.56,6.06,-32.16,45.465
3526,27,8,0,-31.62,5.94,-31.68,45.152
3527,27,8,0,-31.44,6.3,-31.92,45.244
3528,27,8,0,-32.04,6.12,-31.62,45.43
3529,27,8,0,-32.04,5.94,-31.44,45.28
3530,27,8,0,-31.92,6.12,-31.92,45.555
3531,27,8,0,-31.98,6.12,-32.04,45.681
3532,27,8,0,-31.86,6.36,-32.22,45.756
3533,27,8,0,-31.86,6.66,-32.22,45.799
3534,27,8,0,-32.04,7.02,-32.04,45.852
3535,27,8,0,-32.4,6.84,-31.92,45.994
3536,27,8,0,-32.22,6.84,-31.8,45.784
3537,27,8,0,-32.34,6.72,-31.8,45.851
3538,27,8,0,-32.46,6.78,-31.92,46.027
3539,27,8,0,-32.4,7.14,-32.22,46.248
3540,27,8,0,-32.4,6.96,-31.98,46.053
3541,27,8,0,-32.4,6.96,-31.8,45.929
3542,27,8,0,-32.34,6.42,-31.62,45.683
3543,27,8,0,-32.28,6.36,-31.5,45.549
3544,27,8,0,-32.16,6.72,-31.86,45.766
3545,27,8,0,-32.28,7.2,-32.04,46.048
3546,27,8,0,-32.46,7.56,-32.1,46.273
3547,27,8,0,-32.46,7.26,-31.98,46.142
3548,27,8,0,-32.94,6.84,-31.32,45.965
3549,27,8,0,-33.12,6.54,-31.8,46.378
3550,27,8,0,-33,6.3,-31.8,46.259
3551,27,8,0,-32.88,6.48,-31.56,46.034
3552,27,8,0,-32.52,6.48,-31.98,46.068
3553,27,8,0,-32.1,6.42,-31.5,45.43
3554,27,8,0,-32.04,6.3,-31.74,45.538
3555,27,8,0,-31.74,6.42,-31.8,45.386
3556,27,8,0,-32.04,6.12,-31.56,45.388
3557,27,8,0,-32.16,5.82,-31.74,45.558
3558,27,8,0,-31.68,6.18,-31.56,45.143
3559,27,8,0,-31.8,5.94,-31.68,45.279
3560,27,8,0,-31.56,6.3,-32.16,45.497
3561,27,8,0,-31.8,6.24,-32.22,45.698
3562,27,8,0,-32.22,6.12,-32.16,45.933
3563,27,8,0,-32.22,6.12,-32.28,46.017
3564,27,8,0,-32.16,6.18,-31.92,45.731
3565,27,8,0,-31.92,6.48,-31.8,45.521
3566,27,8,0,-31.74,6.18,-31.92,45.437
3567,27,8,0,-31.74,5.94,-31.26,44.943
3568,27,8,0,-31.92,6.06,-31.2,45.045
3569,27,8,0,-32.28,6.12,-31.32,45.392
3570,27,8,0,-32.16,6.12,-30.9,45.017
3571,27,8,0,-31.98,6.48,-31.44,45.312
3572,27,8,0,-31.68,6.3,-31.56,45.159
3573,27,8,0,-31.44,5.82,-31.08,44.59
3574,27,8,0,-31.74,5.88,-31.08,44.81
3575,27,8,0,-31.68,5.82,-30.84,44.594
3576,27,8,0,-31.98,5.94,-30.6,44.658
3577,27,8,0,-31.98,6.18,-30.84,44.856
3578,27,8,0,-31.86,6.36,-31.02,44.919
3579,27,8,0,-32.04,6.18,-31.08,45.064
3580,27,8,0,-32.04,6,-31.32,45.205
3581,27,8,0,-31.68,6.12,-31.68,45.218
3582,27,8,0,-31.92,6.12,-31.32,45.136
3583,27,8,0,-31.86,6.36,-31.2,45.044
3584,27,8,0,-31.74,6.42,-31.08,44.884
3585,27,8,0,-31.92,6.06,-30.84,44.796
3586,27,8,0,-31.74,6.18,-31.2,44.934
3587,27,8,0,-31.86,6.24,-31.56,45.277
3588,27,8,0,-31.62,6.24,-31.5,45.067
3589,27,8,0,-31.62,6.42,-31.5,45.092
3590,27,8,0,-31.62,6.36,-31.38,45
3591,27,8,0,-31.86,6.06,-31.2,45.002
3592,27,8,0,-32.1,6,-31.08,45.082
3593,27,8,0,-31.92,6.3,-30.84,44.829
3594,27,8,0,-32.22,6.3,-30.78,45.003
3595,27,8,0,-32.4,6.3,-30.78,45.132
3596,27,8,0,-32.7,6.3,-31.26,45.675
3597,27,8,0,-32.88,6.24,-31.68,46.083
3598,27,8,0,-32.64,6.18,-32.22,46.278
3599,27,8,0,-32.76,6.54,-31.92,46.205
3600,27,9,0,-165.06,154.68,-71.7,237.301
3601,27,9,0,-165.24,154.62,-71.7,237.387
3602,27,9,0,-165.3,154.62,-71.7,237.429
3603,27,9,0,-165.42,154.5,-71.64,237.416
3604,27,9,0,-165.24,154.5,-71.76,237.327
3605,27,9,0,-164.94,154.74,-71.28,237.13
3606,27,9,0,-164.76,154.32,-71.04,236.658
3607,27,9,0,-164.46,154.68,-71.04,236.685
3608,27,9,0,-164.82,154.38,-71.1,236.757
3609,27,9,0,-164.82,154.5,-71.46,236.944
3610,27,9,0,-164.94,154.8,-71.7,237.295
3611,27,9,0,-165,154.8,-71.82,237.373
3612,27,9,0,-164.94,155.04,-71.64,237.434
3613,27,9,0,-165.24,154.74,-71.7,237.465
3614,27,9,0,-165.18,154.32,-71.64,237.132
3615,27,9,0,-165.3,154.08,-71.88,237.132
3616,27,9,0,-165,154.2,-72.36,237.147
3617,27,9,0,-165.18,154.44,-72.3,237.41
3618,27,9,0,-165.36,154.62,-72.3,237.652
3619,27,9,0,-166.02,154.86,-71.76,238.105
3620,27,9,0,-166.2,154.5,-71.16,237.816
3621,27,9,0,-165.9,154.44,-71.22,237.585
3622,27,9,0,-165.66,154.26,-71.4,237.355
3623,27,9,0,-164.94,154.08,-71.76,236.845
3624,27,9,0,-164.82,153.9,-72.18,236.772
3625,27,9,0,-164.64,154.14,-72.06,236.766
3626,27,9,0,-164.88,154.26,-72,236.993
3627,27,9,0,-165.06,154.14,-72,237.04
3628,27,9,0,-164.94,154.56,-72.12,237.266
3629,27,9,0,-165.06,154.5,-72.12,237.311
3630,27,9,0,-164.88,154.26,-71.94,236.975
3631,27,9,0,-164.76,154.14,-71.7,236.74
3632,27,9,0,-164.94,154.14,-71.82,236.902
3633,27,9,0,-165.18,153.84,-71.34,236.729
3634,27,9,0,-165.18,154.2,-71.64,237.053
3635,27,9,0,-165.48,154.5,-71.76,237.494
3636,27,9,0,-165.42,154.32,-71.58,237.281
3637,27,9,0,-165.54,154.08,-72.18,237.39
3638,27,9,0,-165.36,153.84,-72.06,237.072
3639,27,9,0,-165.48,153.36,-71.82,236.772
3640,27,9,0,-165.54,153.12,-71.76,236.64
3641,27,9,0,-165.6,152.94,-71.52,236.493
3642,27,9,0,-165.96,152.64,-71.22,236.461
3643,27,9,0,-165.48,152.7,-71.28,236.182
3644,27,9,0,-165.66,152.94,-71.16,236.427
3645,27,9,0,-165.84,153.12,-71.34,236.724
3646,27,9,0,-165.78,153.42,-71.4,236.894
3647,27,9,0,-165.84,153.42,-71.52,236.972
3648,27,9,0,-165.6,153.12,-71.7,236.664
3649,27,9,0,-165,153.12,-71.28,236.118
3650,27,9,0,-165.12,152.82,-71.7,236.134
3651,27,9,0,-165.42,152.88,-71.1,236.202
3652,27,9,0,-165.66,152.82,-71.1,236.331
3653,27,9,0,-166.08,152.94,-71.4,236.794
3654,27,9,0,-166.02,153.42,-70.68,236.846
3655,27,9,0,-165.54,153.18,-71.1,236.48
3656,27,9,0,-164.94,153.6,-70.68,236.207
3657,27,9,0,-164.58,153.78,-70.8,236.109
3658,27,9,0,-164.22,153.18,-70.8,235.468
3659,27,9,0,-164.58,153.36,-70.8,235.836
3660,27,9,0,-164.88,153.18,-70.74,235.91
3661,27,9,0,-165.36,153.18,-70.5,236.174
3662,27,9,0,-165.6,153.3,-70.44,236.402
3663,27,9,0,-165.42,153.54,-70.86,236.557
3664,27,9,0,-165.6,153.78,-70.92,236.857
3665,27,9,0,-165.06,153.9,-70.8,236.522
3666,27,9,0,-165.18,154.5,-70.8,236.996
3667,27,9,0,-165.24,154.68,-70.08,236.942
3668,27,9,0,-164.64,154.92,-69.72,236.574
3669,27,9,0,-164.76,154.98,-70.02,236.786
3670,27,9,0,-164.58,155.1,-70.08,236.757
3671,27,9,0,-164.16,155.04,-70.5,236.551
3672,27,9,0,-164.16,155.22,-70.98,236.812
3673,27,9,0,-163.74,155.28,-70.44,236.399
3674,27,9,0,-163.44,155.46,-70.8,236.417
3675,27,9,0,-163.5,155.82,-70.32,236.552
3676,27,9,0,-163.74,156,-70.2,236.801
3677,27,9,0,-163.8,156.48,-70.62,237.284
3678,27,9,0,-163.8,156.42,-70.2,237.12
3679,27,9,0,-163.56,156.66,-70.2,237.112
3680,27,9,0,-162.72,157.08,-70.2,236.812
3681,27,9,0,-162.24,157.62,-69.84,236.735
3682,27,9,0,-161.76,158.46,-69.66,236.914
3683,27,9,0,-161.04,158.88,-69.78,236.74
3684,27,9,0,-161.28,159.24,-69.66,237.11
3685,27,9,0,-161.16,159.3,-69.18,236.928
3686,27,9,0,-161.34,159.54,-68.88,237.125
3687,27,9,0,-162,159.54,-68.7,237.522
3688,27,9,0,-161.94,159.36,-68.88,237.412
3689,27,9,0,-162.06,159.3,-69.12,237.524
3690,27,9,0,-161.64,159.36,-69.3,237.33
3691,27,9,0,-161.46,159.12,-69.54,237.117
3692,27,9,0,-162.06,159.18,-69.06,237.426
3693,27,9,0,-162.36,159,-69.24,237.563
3694,27,9,0,-162.24,158.76,-69.42,237.372
3695,27,9,0,-162.3,159.18,-68.94,237.555
3696,27,9,0,-161.58,159.3,-69.12,237.196
3697,27,9,0,-161.28,159.12,-69.12,236.871
3698,27,9,0,-161.1,159.24,-68.94,236.777
3699,27,9,0,-160.92,159.06,-69.18,236.603
3700,28,0,0,-24.6,-23.52,-23.28,41.235
3701,28,0,0,-24.9,-23.46,-22.86,41.146
3702,28,0,0,-24.6,-23.52,-22.8,40.966
3703,28,0,0,-25.14,-23.76,-22.44,41.232
3704,28,0,0,-24.78,-23.94,-22.14,40.955
3705,28,0,0,-24.9,-24.12,-22.38,41.263
3706,28,0,0,-24.78,-23.88,-22.86,41.314
3707,28,0,0,-24.66,-24,-23.04,41.412
3708,28,0,0,-24.78,-23.76,-23.04,41.345
3709,28,0,0,-24.24,-23.58,-23.28,41.055
3710,28,0,0,-24.48,-23.76,-22.92,41.099
3711,28,0,0,-24.24,-23.52,-22.92,40.818
3712,28,0,0,-24.24,-23.76,-22.8,40.89
3713,28,0,0,-24.66,-23.4,-22.62,40.833
3714,28,0,0,-25.02,-23.28,-22.62,40.983
3715,28,0,0,-25.44,-23.64,-22.8,41.544
3716,28,0,0,-25.44,-23.7,-23.04,41.71
3717,28,0,0,-25.44,-23.58,-23.52,41.909
3718,28,0,0,-25.26,-23.7,-23.46,41.835
3719,28,0,0,-25.68,-23.64,-23.22,41.922
3720,28,0,0,-25.92,-23.52,-22.92,41.837
3721,28,0,0,-26.1,-23.76,-22.5,41.857
3722,28,0,0,-26.1,-23.76,-22.98,42.117
3723,28,0,0,-25.8,-23.52,-23.22,41.928
3724,28,0,0,-25.74,-23.46,-23.22,41.858
3725,28,0,0,-25.86,-23.64,-23.16,42
3726,28,0,0,-26.1,-23.76,-22.92,42.084
3727,28,0,0,-26.04,-23.82,-22.86,42.048
3728,28,0,0,-25.92,-24.24,-22.98,42.279
3729,28,0,0,-25.98,-24.42,-23.52,42.714
3730,28,0,0,-25.62,-24.12,-23.04,42.059
3731,28,0,0,-25.5,-24.12,-23.22,42.086
3732,28,0,0,-25.38,-23.88,-23.52,42.043
3733,28,0,0,-24.6,-23.64,-22.74,41.001
3734,28,0,0,-24.24,-24.06,-22.8,41.065
3735,28,0,0,-24.12,-24,-22.8,40.959
3736,28,0,0,-23.94,-24.06,-22.5,40.722
3737,28,0,0,-24.24,-24.12,-22.86,41.133
3738,28,0,0,-24.72,-24,-22.8,41.315
3739,28,0,0,-24.78,-23.76,-22.44,41.014
3740,28,0,0,-24.48,-23.64,-22.44,40.764
3741,28,0,0,-24.78,-23.52,-22.2,40.744
3742,28,0,0,-24.18,-23.58,-22.74,40.716
3743,28,0,0,-24.3,-23.76,-23.34,41.228
3744,28,0,0,-24.54,-23.52,-23.34,41.233
3745,28,0,0,-24.12,-23.46,-23.58,41.087
3746,28,0,0,-24.48,-23.22,-23.64,41.198
3747,28,0,0,-24.36,-23.52,-23.16,41.024
3748,28,0,0,-24.66,-23.7,-22.98,41.205
3749,28,0,0,-24.78,-23.7,-23.46,41.546
3750,28,0,0,-25.08,-23.52,-23.46,41.624
3751,28,0,0,-24.96,-23.4,-23.64,41.586
3752,28,0,0,-24.96,-23.58,-23.52,41.62
3753,28,0,0,-25.02,-23.76,-22.92,41.423
3754,28,0,0,-24.96,-24,-22.5,41.295
3755,28,0,0,-25.14,-24,-22.32,41.306
3756,28,0,0,-25.44,-23.88,-22.86,41.714
3757,28,0,0,-25.2,-23.58,-23.22,41.596
3758,28,0,0,-25.26,-23.58,-23.52,41.8
3759,28,0,0,-25.5,-23.76,-23.58,42.081
3760,28,0,0,-25.02,-24.18,-22.8,41.599
3761,28,0,0,-25.08,-24.42,-22.14,41.419
3762,28,0,0,-24.78,-24.36,-22.44,41.364
3763,28,0,0,-24.36,-24.24,-22.92,41.308
3764,28,0,0,-24.48,-24.18,-23.52,41.679
3765,28,0,0,-24.42,-23.94,-24,41.779
3766,28,0,0,-24.18,-24.18,-23.76,41.64
3767,28,0,0,-24.18,-24.12,-23.4,41.401
3768,28,0,0,-24.18,-24.18,-23.4,41.436
3769,28,0,0,-24.54,-24.42,-22.8,41.453
3770,28,0,0,-24.78,-24.3,-23.04,41.658
3771,28,0,0,-24.78,-24.48,-22.74,41.598
3772,28,0,0,-24.9,-23.88,-22.74,41.32
3773,28,0,0,-24.78,-24.06,-23.34,41.686
3774,28,0,0,-24.9,-24.12,-23.16,41.691
3775,28,0,0,-25.14,-23.94,-23.34,41.832
3776,28,0,0,-25.44,-24.66,-23.04,42.263
3777,28,0,0,-25.56,-24.6,-22.74,42.138
3778,28,0,0,-25.68,-24.48,-22.62,42.076
3779,28,0,0,-25.5,-24.54,-22.62,42.001
3780,28,0,0,-25.2,-24.48,-22.98,41.981
3781,28,0,0,-24.42,-24.78,-23.28,41.861
3782,28,0,0,-24.42,-25.2,-23.4,42.177
3783,28,0,0,-24.36,-25.38,-23.52,42.317
3784,28,0,0,-24.06,-25.02,-23.04,41.662
3785,28,0,0,-24.84,-24.96,-23.04,42.082
3786,28,0,0,-24.84,-24.06,-22.86,41.455
3787,28,0,0,-24.66,-24.18,-22.56,41.252
3788,28,0,0,-24.96,-23.94,-22.92,41.49
3789,28,0,0,-24.6,-23.88,-23.22,41.408
3790,28,0,0,-24.48,-24.48,-23.1,41.619
3791,28,0,0,-24.72,-24.18,-23.4,41.753
3792,28,0,0,-24.6,-24.66,-23.46,41.996
3793,28,0,0,-24.3,-24.42,-23.1,41.478
3794,28,0,0,-24.36,-24.66,-22.74,41.456
3795,28,0,0,-24.06,-25.08,-22.74,41.533
3796,28,0,0,-24.3,-24.96,-22.92,41.699
3797,28,0,0,-24.6,-25.2,-23.04,42.084
3798,28,0,0,-24.42,-24.66,-23.16,41.723
3799,28,0,0,-24.78,-24.24,-22.86,41.524
3800,29,0,0,-24.96,-22.26,-22.44,40.275
3801,29,0,0,-24.72,-21.9,-22.32,39.861
3802,29,0,0,-24.6,-21.96,-23.1,40.262
3803,29,0,0,-24.6,-21.66,-23.04,40.064
3804,29,0,0,-24.96,-21.84,-23.04,40.384
3805,29,0,0,-25.02,-21.72,-23.16,40.425
3806,29,0,0,-24.84,-21.72,-22.56,39.972
3807,29,0,0,-25.26,-21.9,-22.74,40.432
3808,29,0,0,-25.08,-21.78,-22.68,40.221
3809,29,0,0,-25.2,-22.02,-22.74,40.46
3810,29,0,0,-25.2,-21.66,-22.56,40.164
3811,29,0,0,-24.96,-21.78,-22.62,40.113
3812,29,0,0,-25.08,-21.72,-22.62,40.155
3813,29,0,0,-24.66,-21.78,-22.8,40.029
3814,29,0,0,-25.14,-22.32,-22.92,40.688
3815,29,0,0,-25.26,-22.2,-22.68,40.562
3816,29,0,0,-25.2,-22.26,-22.86,40.659
3817,29,0,0,-25.56,-22.02,-22.62,40.618
3818,29,0,0,-25.38,-21.66,-22.68,40.345
3819,29,0,0,-25.32,-21.72,-22.56,40.272
3820,29,0,0,-25.2,-21.66,-22.68,40.232
3821,29,0,0,-25.2,-21.84,-22.62,40.295
3822,29,0,0,-25.02,-21.54,-22.74,40.088
3823,29,0,0,-25.14,-21.3,-22.74,40.035
3824,29,0,0,-25.44,-20.88,-22.86,40.072
3825,29,0,0,-25.38,-20.94,-22.68,39.963
3826,29,0,0,-25.38,-21.36,-22.74,40.218
3827,29,0,0,-25.2,-21.36,-22.92,40.207
3828,29,0,0,-25.26,-21.54,-22.68,40.205
3829,29,0,0,-24.84,-21.72,-22.56,39.972
3830,29,0,0,-25.26,-21.54,-22.44,40.07
3831,29,0,0,-25.08,-21.66,-22.5,40.055
3832,29,0,0,-24.84,-22.08,-22.56,40.168
3833,29,0,0,-25.2,-21.42,-22.56,40.035
3834,29,0,0,-24.9,-21.54,-22.86,40.082
3835,29,0,0,-25.32,-21.42,-22.56,40.111
3836,29,0,0,-25.5,-21,-22.86,40.172
3837,29,0,0,-25.5,-21.54,-23.34,40.731
3838,29,0,0,-24.9,-21.24,-22.98,39.99
3839,29,0,0,-24.66,-21,-23.16,39.818
3840,29,0,0,-24.66,-21.3,-23.04,39.908
3841,29,0,0,-24.42,-21.06,-22.86,39.528
3842,29,0,0,-25.2,-21.3,-22.8,40.107
3843,29,0,0,-25.08,-21.72,-22.98,40.359
3844,29,0,0,-25.02,-21.9,-22.62,40.215
3845,29,0,0,-25.5,-21.96,-22.38,40.415
3846,29,0,0,-24.96,-22.2,-22.44,40.242
3847,29,0,0,-25.38,-22.38,-21.84,40.274
3848,29,0,0,-25.2,-21.9,-21.72,39.83
3849,29,0,0,-24.78,-22.08,-21.84,39.731
3850,29,0,0,-25.32,-21.96,-21.78,39.971
3851,29,0,0,-24.84,-22.02,-21.78,39.702
3852,29,0,0,-24.84,-22.08,-21.96,39.835
3853,29,0,0,-24.72,-22.2,-21.66,39.662
3854,29,0,0,-25.02,-22.14,-21.72,39.849
3855,29,0,0,-25.44,-21.96,-22.32,40.344
3856,29,0,0,-25.8,-22.08,-22.44,40.703
3857,29,0,0,-25.56,-21.9,-22.86,40.688
3858,29,0,0,-25.14,-21.96,-23.16,40.628
3859,29,0,0,-24.36,-21.42,-22.98,39.753
3860,29,0,0,-24.06,-21.42,-22.74,39.431
3861,29,0,0,-24.84,-21.36,-22.98,40.017
3862,29,0,0,-24.9,-21.36,-22.62,39.849
3863,29,0,0,-25.56,-21.84,-22.74,40.588
3864,29,0,0,-25.38,-21.9,-23.1,40.711
3865,29,0,0,-25.02,-21.9,-22.92,40.385
3866,29,0,0,-25.14,-21.78,-23.04,40.463
3867,29,0,0,-24.96,-21.54,-22.86,40.119
3868,29,0,0,-25.26,-21.6,-22.98,40.407
3869,29,0,0,-25.5,-21.78,-22.86,40.586
3870,29,0,0,-25.56,-21.9,-23.16,40.857
3871,29,0,0,-25.74,-22.2,-23.1,41.097
3872,29,0,0,-25.68,-22.2,-22.92,40.959
3873,29,0,0,-25.62,-22.14,-23.28,41.092
3874,29,0,0,-25.32,-21.6,-22.74,40.308
3875,29,0,0,-25.32,-21.6,-22.98,40.444
3876,29,0,0,-25.32,-21.3,-23.1,40.353
3877,29,0,0,-25.2,-21.12,-22.86,40.046
3878,29,0,0,-25.14,-21.84,-22.86,40.393
3879,29,0,0,-25.2,-21.78,-23.1,40.534
3880,29,0,0,-25.26,-21.96,-22.86,40.533
3881,29,0,0,-25.44,-22.2,-22.8,40.742
3882,29,0,0,-25.86,-21.72,-22.92,40.815
3883,29,0,0,-25.56,-21.66,-22.68,40.458
3884,29,0,0,-25.68,-21.96,-22.98,40.863
3885,29,0,0,-25.26,-21.84,-23.22,40.672
3886,29,0,0,-24.84,-21.66,-23.34,40.385
3887,29,0,0,-25.14,-21.66,-23.52,40.674
3888,29,0,0,-24.84,-21,-23.34,40.035
3889,29,0,0,-25.26,-21,-23.04,40.124
3890,29,0,0,-25.5,-20.94,-22.74,40.073
3891,29,0,0,-25.14,-20.76,-22.08,39.377
3892,29,0,0,-25.44,-21.36,-21.96,39.821
3893,29,0,0,-25.44,-21.54,-21.78,39.819
3894,29,0,0,-25.44,-21.96,-21.84,40.08
3895,29,0,0,-25.5,-22.14,-22.38,40.513
3896,29,0,0,-25.44,-22.02,-23.04,40.779
3897,29,0,0,-24.9,-22.08,-23.22,40.58
3898,29,0,0,-24.9,-21.9,-23.46,40.62
3899,29,0,0,-24.84,-21.72,-23.28,40.382
3900,30,0,0,-25.26,-19.74,-22.68,39.27
3901,30,0,0,-25.38,-19.86,-22.98,39.581
3902,30,0,0,-25.44,-19.32,-23.04,39.387
3903,30,0,0,-25.2,-19.56,-22.74,39.176
3904,30,0,0,-25.2,-19.8,-22.74,39.296
3905,30,0,0,-25.26,-19.8,-22.62,39.265
3906,30,0,0,-25.08,-19.8,-22.5,39.081
3907,30,0,0,-24.96,-19.08,-22.86,38.854
3908,30,0,0,-24.78,-18.66,-22.98,38.605
3909,30,0,0,-24.48,-18.54,-22.86,38.283
3910,30,0,0,-24.96,-18.66,-22.98,38.721
3911,30,0,0,-25.14,-19.14,-22.74,38.929
3912,30,0,0,-25.02,-19.62,-22.5,38.951
3913,30,0,0,-24.9,-19.56,-22.38,38.775
3914,30,0,0,-24.3,-19.74,-22.32,38.449
3915,30,0,0,-24.12,-19.38,-22.44,38.222
3916,30,0,0,-23.88,-18.66,-22.38,37.674
3917,30,0,0,-24.3,-18.48,-22.62,37.996
3918,30,0,0,-24.72,-18.36,-22.86,38.35
3919,30,0,0,-24.72,-18.48,-22.56,38.23
3920,30,0,0,-25.08,-18.72,-22.32,38.44
3921,30,0,0,-25.08,-19.2,-22.5,38.78
3922,30,0,0,-24.78,-19.08,-22.5,38.527
3923,30,0,0,-25.02,-19.02,-22.98,38.934
3924,30,0,0,-24.96,-19.2,-23.28,39.161
3925,30,0,0,-24.54,-18.9,-23.04,38.604
3926,30,0,0,-24.66,-19.32,-22.92,38.816
3927,30,0,0,-24.6,-19.14,-22.44,38.406
3928,30,0,0,-24.6,-19.26,-22.8,38.677
3929,30,0,0,-24.84,-19.2,-23.04,38.942
3930,30,0,0,-24.66,-19.02,-22.8,38.597
3931,30,0,0,-24.6,-19.32,-22.98,38.814
3932,30,0,0,-24.84,-19.26,-22.56,38.69
3933,30,0,0,-24.9,-19.56,-22.26,38.705
3934,30,0,0,-25.02,-19.2,-22.44,38.707
3935,30,0,0,-24.84,-19.38,-22.32,38.611
3936,30,0,0,-24.96,-19.68,-22.44,38.908
3937,30,0,0,-24.78,-19.56,-22.2,38.594
3938,30,0,0,-24.84,-19.8,-22.14,38.72
3939,30,0,0,-25.02,-19.62,-22.26,38.813
3940,30,0,0,-24.78,-19.5,-22.5,38.737
3941,30,0,0,-24.72,-19.26,-22.62,38.648
3942,30,0,0,-24.48,-19.56,-22.44,38.541
3943,30,0,0,-24.54,-19.44,-22.5,38.554
3944,30,0,0,-24.48,-19.02,-22.44,38.27
3945,30,0,0,-24.6,-19.26,-22.8,38.677
3946,30,0,0,-24.72,-19.2,-23.16,38.937
3947,30,0,0,-24.48,-18.9,-23.16,38.638
3948,30,0,0,-24.54,-19.62,-23.04,38.961
3949,30,0,0,-24.42,-19.56,-22.68,38.643
3950,30,0,0,-24.72,-19.62,-22.68,38.864
3951,30,0,0,-25.08,-20.1,-22.68,39.337
