No,PC1,PC2,PC3,x,y
33,-0.7540391852302698,0.18233329636677778,-0.37781655914594947,0.0,0.0
34,-0.660630189503597,0.17373953892106003,-0.36666153696811443,0.0,0.0
35,-0.5183130293928726,0.383876823177714,-0.41962469663237606,0.0,0.0
36,-0.801195051970742,0.38169220991290975,-0.32759886730338333,0.0,0.0
37,-0.8492796741328601,0.5187922516564674,-0.2544575947439358,0.0,0.0
38,-0.5599538773283039,0.6297425401884925,-0.37444203770360407,0.0,0.0
39,-0.500009928502595,0.3224731906574727,-0.519595502016704,0.0,0.0
40,-0.7214919473333061,0.4769296615585715,-0.28699538953219755,0.0,0.0
41,-0.7422184661042125,0.26925936979746323,-0.5201717021365402,0.0,0.0
42,-0.7348795369323091,0.20634589779082813,-0.4545531683151488,0.0,0.0
43,-0.4998703843757708,0.4040016990863665,-0.5616851995462251,0.0,0.0
44,-0.7943213063373544,0.2303960089463558,-0.3512992881694095,0.0,0.0
45,-0.7701981775187892,0.3167298049176048,-0.51836431148686,0.0,0.0
46,-0.7805548206954525,0.21452596880730265,-0.49842379405095627,0.0,0.0
47,-0.5316065079212248,0.39026261756175273,-0.4699653336110573,0.0,0.0
48,-0.5063015757705038,0.36662425552130656,-0.5659814816188729,0.0,0.0
49,-0.7651999510250236,0.46066354413421384,-0.4436341832856765,0.0,0.0
50,-0.45724199944313526,0.5204870789917575,-0.4663630612718117,0.0,0.0
51,-0.553754725606849,0.47781208267321457,-0.6050193526383136,0.0,0.0
52,-0.6456569946757176,0.3053113210814902,-0.5130182424368541,0.0,0.0
53,-0.49480591640301586,0.2872773174066703,-0.6897074124673089,0.0,0.0
54,-0.7846001611993146,0.16606087094653127,-0.5596715409526897,0.0,0.0
55,-0.8411477707200026,0.34863610728971395,-0.4663017761253726,0.0,0.0
56,-0.8373013801862297,0.08120178846315163,-0.6607939473817607,0.0,0.0
57,-0.8697661819948199,0.3991027536668905,-0.3982589427885678,0.0,0.0
58,-0.5670940858920032,0.3116343024144037,-0.5614384420857591,0.0,0.0
59,-1.2119670170085257,0.23251555705138205,-0.4088804713642942,0.0,0.0
60,-0.7758867752771628,0.27018332733455763,-0.5130716759906562,0.0,0.0
61,-0.8686028312318184,0.49445093847850846,-0.3850031208594939,0.0,0.0
62,-0.708727310539225,0.2843809788394317,-0.6126592889667584,0.0,0.0
63,-0.8869103136066108,0.45492451182822413,-0.2231742282732877,0.0,0.0
64,-0.8417800449362693,0.1724082245902439,-0.23054443433290572,0.0,0.0
65,-0.7568123962781972,0.22899235760207434,-0.6330257120926547,0.0,0.0
66,-0.8376435570995946,0.21762918186589048,-0.4423301034502681,0.0,0.0
67,-0.8346080366792223,0.19074274445538014,-0.41412311765390225,0.0,0.0
68,-0.7264852312180419,0.5154881311458501,-0.465545258916226,0.0,0.0
69,-0.9393048886275437,0.23000566488801744,-0.4305469089052061,0.0,0.0
70,-0.6881538017778054,0.2865567594906688,-0.528856498048186,0.0,0.0
71,-0.5442209935951027,0.3970401638235869,-0.520670235952155,0.0,0.0
72,-0.8510960619646839,0.15888079545320388,-0.5359950857293226,0.0,0.0
73,-0.6998862472361601,0.47662029351096213,-0.4765928306836432,0.0,0.0
74,-0.6074520094832977,0.6595803766411167,-0.5786059090716977,0.0,0.0
75,-0.7728667961625809,0.5363651887901753,-0.4530646368010879,0.0,0.0
76,-0.8980954867622815,0.4659843145824861,-0.41596922628928595,0.0,0.0
77,-0.7114734215517338,0.38983909660541727,-0.5415814291197811,0.0,0.0
78,-0.6442269733723623,0.38769559461340597,-0.5557845269927214,0.0,0.0
79,-0.7953079237561803,0.4284127638941234,-0.33293351385644965,0.0,0.0
80,-0.630328767178671,0.5512210376181794,-0.4582146328561436,0.0,0.0
81,-0.5948754643033023,0.7406000355943181,-0.4383147870172873,0.0,0.0
82,-0.5843363414479648,0.36731501712526693,-0.3862412129332269,0.0,0.0
83,-0.5193630947152116,0.5720719004917821,-0.39136224415310805,0.0,0.0
84,-0.6315063716285341,0.12375040578599254,-0.4347886171131723,0.0,0.0
85,-0.9028335567459183,0.2898038447649643,-0.3198582906078843,0.0,0.0
86,-0.6640770904825919,0.5719967681704696,-0.26355580445982507,0.0,0.0
87,-0.7355881155577775,0.3946668563062761,-0.426507342564633,0.0,0.0
88,-0.7544365163842965,0.572934879255433,-0.2663104000912346,0.0,0.0
89,-0.7466840078279409,0.21376153367605683,-0.5056124033770385,0.0,0.0
90,-0.768555171187387,0.2952803653408618,-0.35792749339471774,0.0,0.0
91,-0.6318223091742781,0.4686436004759468,-0.4154878086686325,0.0,0.0
92,-0.7350497037717827,0.12472952004674792,-0.41238048387510734,0.0,0.0
93,-0.7883736010281536,0.46625029572135085,-0.3289269127814506,0.0,0.0
94,-0.8072632444000325,0.4424503908384314,-0.2523084145191828,0.0,0.0
95,-0.6560472216206702,0.4931327486809196,-0.3199441042885408,0.0,0.0
96,-0.8124702202374483,0.19743256535232812,-0.47244706189194285,0.0,0.0
97,-0.9370287610413395,-0.06466272581251867,-0.32191346490171224,0.0,0.0
98,-0.7519301084408332,0.35652793611184364,-0.2656503142721007,0.0,0.0
99,-0.5902382625480238,0.41495081834067504,-0.3670657861861111,0.0,0.0
100,-1.1850045631834516,0.4841465714052746,-0.2468560285612736,1.0,0.0
101,-0.7419540288047526,0.7778370210174774,-0.348855344855519,1.0,0.0
102,-0.8188597853150392,0.8385244565434176,-0.021421668844452513,1.0,0.0
103,-0.8496608060988531,0.7564607863011534,-0.27573803793873086,1.0,0.0
104,-0.9657124452144219,0.5984684185935185,-0.07844700471117938,1.0,0.0
105,-0.8859705848778294,0.8274577095101271,-0.06325061009807675,1.0,0.0
106,-0.9592277970533711,0.5315434478209768,-0.07829874337036818,1.0,0.0
107,-0.7728667961625809,0.5363651887901753,-0.4530646368010879,1.0,0.0
108,-0.773420147424124,0.7643106360339964,-0.2572535898272824,1.0,0.0
109,-0.6913241978264317,0.7506730535780882,-0.14606374773256126,1.0,0.0
110,-0.8572395184294347,0.718179382436285,-0.27953234865692245,1.0,0.0
111,-0.6553379535285939,0.7933943621889676,-0.36422118246911256,1.0,0.0
112,-1.0741632733503237,0.7068711445252001,-0.09628315328312298,1.0,0.0
113,-0.6961721422074555,0.3491809948154032,-0.386938595171151,1.0,0.0
114,-0.7420587294107559,0.6669945439104408,-0.27717645464287316,1.0,0.0
115,-0.5113684061161772,0.7673693916469356,-0.159906751691767,1.0,0.0
116,-0.7180100794307909,0.5415036834442809,-0.3108564755514082,1.0,0.0
117,-0.7713703381845177,0.632221748949137,-0.23271529407457797,1.0,0.0
118,-0.8309899073510658,0.6856340239795945,-0.15887599094007354,1.0,0.0
119,-0.6007427685622267,0.6323275734253514,-0.203366764680676,1.0,0.0
120,-0.8426290812275146,0.5825453147816334,-0.13835203072449492,1.0,0.0
121,-0.673869865841986,0.8093784684402696,-0.11992604616375313,1.0,0.0
122,-0.6176025067397701,0.5477446391514248,-0.3417370690121596,1.0,0.0
123,-0.802911834084921,0.5240434218512113,-0.15495736482156286,1.0,0.0
124,-0.509641250949154,0.6868859078901846,-0.35505002955988724,1.0,0.0
125,-0.7387212947738941,0.8683998895239958,-0.26074702696414304,1.0,0.0
126,-0.5906649926888492,0.9526930991435778,-0.22494178291789357,1.0,0.0
127,-0.6562973418200209,0.8320947494299444,-0.19585395858424426,1.0,0.0
128,-0.8072647190635002,0.6642328813099043,-0.18828988020984178,1.0,0.0
129,-0.6336289382378686,0.8065225855884992,-0.29064953715439457,1.0,0.0
130,-0.639917093302286,0.7593429973205537,-0.2852067123360212,1.0,0.0
131,-0.8753692709752279,0.557997613058431,-0.2435632578798605,1.0,0.0
132,-0.7198013495449791,0.781463665570443,-0.26574569046723034,1.0,0.0
133,-0.666861377830076,0.9480912230705315,-0.17762404179972296,1.0,0.0
134,-0.6121476815421487,0.6073603223093027,-0.2908851507445462,1.0,0.0
135,-0.6152846540017545,0.8009592516991887,-0.10105346626715295,1.0,0.0
136,-0.6839375913786461,0.7493646638944885,-0.310088117421447,1.0,0.0
137,-0.7838735431584731,0.8057341911087855,-0.06538023535114346,1.0,0.0
138,-0.7208699034486434,0.6729544809057459,-0.33504043858332017,1.0,0.0
139,-0.7850907446167068,0.43933414206943333,-0.30087061119992087,1.0,0.0
140,-0.5236519088240874,1.0645634158892419,-0.2448118421055594,1.0,0.0
141,-0.8608626458882211,0.6732813949353968,-0.06794648656623775,1.0,0.0
142,-0.6661054602423643,0.8117239125679147,-0.21822687716159406,1.0,0.0
143,-0.550554746834352,0.6499343217138587,-0.35182296467076934,1.0,0.0
144,-0.6505392871317779,0.7482280098162624,-0.3170700326603999,1.0,0.0
145,-0.6821844349678264,0.8714596332377571,-0.18504820490036716,1.0,0.0
146,-0.7342472916182088,0.6044532908507865,-0.2117646149086102,1.0,0.0
147,-0.5677812424956636,0.7087660820838914,-0.3181423210550863,1.0,0.0
148,-0.80659969788549,0.5506405306914322,-0.1828365000426967,1.0,0.0
149,-0.47487083643850236,0.781134396534333,-0.3487282599556585,1.0,0.0
150,-0.7915832847137232,0.7673318849810327,-0.069162062739205,1.0,0.0
151,-0.776406111527814,0.6772806990758395,-0.27962588569748414,1.0,0.0
152,-0.7063901673148831,0.6478980736571529,-0.26557287496221677,1.0,0.0
153,-0.6024745655828461,0.6276248109007669,-0.26845317671373103,1.0,0.0
154,-0.6336289382378686,0.8065225855884992,-0.29064953715439457,1.0,0.0
155,-0.9156981626191478,0.6355433917758225,-0.24647304724468522,1.0,0.0
156,-0.6096297644849528,0.7851941499849067,-0.3202505254261826,1.0,0.0
157,-0.8037656166028668,0.5101754583833108,-0.4176860860752426,1.0,0.0
158,-0.9762771216486945,0.4731570777704922,-0.1046136112995722,1.0,0.0
159,-0.5782912606148871,0.8020222910202386,-0.3460220789833678,1.0,0.0
160,-0.5233594780904793,0.8594412156147413,-0.18718347175526412,1.0,0.0
161,-0.773727431814323,0.6630625860272098,-0.19539983899734925,1.0,0.0
162,-0.5562353908150836,0.6032333006634598,-0.34664588939299,1.0,0.0
163,-0.6607673451178977,0.6854208036441116,-0.12935029518577573,1.0,0.0
164,-0.46401899560600646,0.8974709000032621,-0.07649628875646602,1.0,0.0
165,-0.6569164421070711,0.447129360899305,-0.17547647110579023,1.0,0.0
166,-0.32117716870606655,0.8502810402103506,-0.29569834710801085,1.0,0.0
167,-0.523600945134285,0.7522619716670251,-0.02054038366557448,1.0,0.0
168,-0.43712173047185693,0.7872528425524071,-0.055422604638793616,1.0,0.0
169,-0.5088744200437598,0.8840649084021028,0.06962722082174233,1.0,0.0
170,-0.4817314529713399,0.8456079098571603,0.05829685511712779,1.0,0.0
171,-0.6388252532522847,0.6210212755411467,0.0811220106321659,1.0,0.0
172,-0.5898567152659288,0.5464947797301353,-0.01485832563777123,1.0,0.0
173,-0.5649249461427712,0.8590132419192598,0.18400118461055776,1.0,0.0
174,-0.4196228531406878,0.7127554716661606,0.02544224029290426,1.0,0.0
175,-0.4783703557708827,0.734157078642321,0.06261569833829977,1.0,0.0
176,-0.3040146805012103,0.9545644288500214,-0.1771735675021585,1.0,0.0
177,-0.3040146805012103,0.9545644288500214,-0.1771735675021585,1.0,0.0
178,-0.4910960595130752,0.6656183433416958,-0.05083237027519688,1.0,0.0
179,-0.33391304097823177,0.6068212379378721,-0.11526438337877482,1.0,0.0
180,-0.7216080819110919,0.640715466498838,0.10178373665537427,1.0,0.0
181,-0.5659728684709815,0.636467834598448,0.12037210701842033,1.0,0.0
182,-0.6071877722440884,0.6309577426881765,-0.10557350130697007,1.0,0.0
183,-0.6174337960351568,0.6101625667193199,-0.12789170080279938,1.0,0.0
184,-0.6013899914154504,0.7235412283354437,-0.018587237031436943,1.0,0.0
185,-0.701195836941028,0.7301090531057411,-0.16847612667826672,1.0,0.0
186,-0.4499983465938778,0.633917483975506,-0.1924831336452661,1.0,0.0
187,-0.6315656456575741,0.6972271373431627,-0.2200310944156198,1.0,0.0
188,-0.5359106624508956,0.7396921952979453,-0.051687926793388905,1.0,0.0
189,-0.6544976368933105,0.6832963229758906,-0.29295568043072495,1.0,0.0
190,-0.3740955415517999,0.9412834553469989,-0.21768087280779003,1.0,0.0
191,-0.745876693736252,0.4887689434351802,-0.010828325192887456,1.0,0.0
192,-0.6007427685622267,0.6323275734253514,-0.203366764680676,1.0,0.0
193,-0.8406993206045448,0.7604844158305029,0.06902353127867777,1.0,0.0
194,-0.6947425377358006,0.686166759819979,-0.12218561731674793,1.0,0.0
195,-0.784265226596244,0.6782168698124581,-0.11539482192146966,1.0,0.0
196,-0.7322793580923475,0.5665650696313707,-0.380528182571134,1.0,0.0
197,-0.8356897884893839,0.8162676555591382,0.05415902261022543,1.0,0.0
198,-0.7997495274251705,0.7023211215644561,-0.18453502986000647,1.0,0.0
199,-0.670108484482645,0.6424742034221871,-0.19812561505474896,1.0,0.0
200,-0.5312774344538661,1.246257817809958,0.25177754986091216,2.0,0.0
201,-0.42383724918205745,1.0163450380231207,0.14424898091771615,2.0,0.0
202,-0.4525484395452537,0.942031203239051,-0.00858286923242002,2.0,0.0
203,-0.3526758080925575,1.2815385616603803,0.21876664340562701,2.0,0.0
204,-0.36651752363550816,1.1696052895609685,0.07950574325170146,2.0,0.0
205,-0.3301537068655205,1.0893861372768614,0.11325525011256482,2.0,0.0
206,-0.35098318051562666,1.037775965156635,0.07868021231748096,2.0,0.0
207,-0.3532078633771488,1.1114590107744144,0.14244285021009456,2.0,0.0
208,-0.5641442510516215,1.1665376942871537,0.3006228734571486,2.0,0.0
209,-0.586244312993776,0.9441230663178155,0.18997985936550288,2.0,0.0
210,-0.5226975280705363,0.9517676024027135,-0.003001385701130399,2.0,0.0
211,-0.45146158725232455,1.272804203770139,0.15403342900121486,2.0,0.0
212,-0.05968358617733314,1.0887538697032495,-0.019650342174812763,2.0,0.0
213,-0.25162379596665907,1.3659985326286974,0.05060152899412795,2.0,0.0
214,-0.8044197419212199,1.0584866838577733,0.18752369173033423,2.0,0.0
215,-0.31409190176932966,1.1398850788609867,-0.020746241408924337,2.0,0.0
216,-0.42933109016335524,1.112880122920545,0.08486562649170759,2.0,0.0
217,-0.29083524156313945,1.1179717277692822,-0.05002242468665241,2.0,0.0
218,-0.38912485762949345,0.9663784618166943,-0.0506060468730285,2.0,0.0
219,-0.42626213595678464,1.1700654247450282,-0.0996775998259134,2.0,0.0
220,-0.3323672275684817,1.0248916602555618,-0.12900730210301792,2.0,0.0
221,-0.42961297463463277,1.1056123051222018,-0.07582899713683222,2.0,0.0
222,-0.4402767629123394,1.0386340987001583,-0.19010943836852356,2.0,0.0
223,-0.44869927128241305,1.2154248582919678,-0.024629030159572074,2.0,0.0
224,-0.47801520234116723,1.2259496333612825,-0.12429821444983757,2.0,0.0
225,-0.3323672275684817,1.0248916602555618,-0.12900730210301792,2.0,0.0
226,-0.34590844382308594,1.0997367365717996,-0.04096370096910451,2.0,0.0
227,-0.4837891669461965,1.2251260979692549,-0.026753656220123267,2.0,0.0
228,-0.6401865170036745,0.8542104860418901,-0.03470364599573683,2.0,0.0
229,-0.4880984276879581,0.872882175830082,-0.13900518085420355,2.0,0.0
230,-0.21393802314235816,1.331673661678268,-0.08962630722309262,2.0,0.0
231,-0.34590844382308594,1.0997367365717996,-0.04096370096910451,2.0,0.0
232,-0.778699750184144,0.9862110966589162,0.14053142364552307,2.0,0.0
233,-0.42961297463463277,1.1056123051222018,-0.07582899713683222,2.0,0.0
234,-0.32568340852702615,1.1994485803447996,-0.08450452844615486,2.0,0.0
235,-0.49079065073159134,0.8875788351743951,0.013121512311000394,2.0,0.0
236,-0.4643519600998267,0.9786271894851749,-0.11837929219885818,2.0,0.0
237,-0.5915545830946135,0.9853223029685918,0.04814579013164255,2.0,0.0
238,-0.6258128794818376,0.9851491575174234,-0.18091016214230676,2.0,0.0
239,-0.3218199284135693,1.287169781061634,-0.0625160930234786,2.0,0.0
240,-0.7325076986377121,0.7135087708606302,-0.14271857193651244,2.0,0.0
241,-0.5514693886482227,0.9528238315731594,-0.09306205733743589,2.0,0.0
242,-0.5580985420737352,0.9967090257605777,-0.139300398305941,2.0,0.0
243,-0.46086115052040566,0.9845724900520798,-0.0541295891559429,2.0,0.0
244,-0.5808244573217834,0.8818531311612772,-0.1505710405177904,2.0,0.0
245,-0.5497590295358661,1.1043873130619226,0.0025042227189433497,2.0,0.0
246,-0.5470886469173124,0.8809823477594656,-0.15770059439040707,2.0,0.0
247,-0.5990204007726486,1.0284669842251106,0.0022981966711140833,2.0,0.0
248,-0.4940942506370082,0.8713152774413929,-0.2778472265885057,2.0,0.0
249,-0.5828837693628097,0.9910085899315797,-0.22125847135165427,2.0,0.0
250,-0.5940148491967561,1.0843902134287802,-0.012497323902248891,2.0,0.0
251,-0.4016599126943327,1.0580394466945553,-0.07759997299932864,2.0,0.0
252,-0.7283379019331405,0.9744702350648107,0.021536372790000535,2.0,0.0
253,-0.5137375206717816,1.232382737269325,0.04449349097304767,2.0,0.0
254,-0.5049908300954575,1.1830561248385596,-0.0709428029388457,2.0,0.0
255,-0.4592331056252448,1.2169211169730763,-0.23703961059310108,2.0,0.0
256,-0.42906444988031234,1.1874453043704745,-0.11814243315008555,2.0,0.0
257,-0.5833598374772953,1.1053644447343003,0.009574721138094766,2.0,0.0
258,-0.676828540047183,0.9637587692532307,-0.09793823344822461,2.0,0.0
259,-0.8896302582711713,1.0468702632588278,0.03156540595591195,2.0,0.0
260,-0.5875384965590709,1.0627773666791758,-0.15643283529666285,2.0,0.0
261,-0.49451167989717704,1.2040986925284525,-0.048796173533734444,2.0,0.0
262,-0.7661238545897742,1.1353563677737744,-0.024489697479538775,2.0,0.0
263,-0.5324540061357538,1.0940344222301404,-0.10970312365462509,2.0,0.0
264,-0.40636029496771087,1.0838389435055316,-0.10503619231947159,2.0,0.0
265,-0.624259368986924,1.182522396536958,0.0070065564694048454,2.0,0.0
266,-0.5681583787616,1.0449374603057804,-0.023220090675606708,2.0,0.0
267,-0.6781731152041806,0.9953972183605468,-0.06106569427198649,2.0,0.0
268,-0.5644660533868813,1.1095164611299868,-0.047285320093439887,2.0,0.0
269,-0.6573952271394841,0.8770200795917205,-0.10315911994974303,2.0,0.0
270,-0.40519141621323385,0.94763613434726,-0.14593175426016297,2.0,0.0
271,-0.4444589814879565,1.1107750943947348,-0.12549049640066168,2.0,0.0
272,-0.6550272402921762,1.1662075178990758,0.03245890130220919,2.0,0.0
273,-0.9372200070651557,1.1420879890751428,0.1072967619675842,2.0,0.0
274,-0.4946967990114842,1.0668469546568407,-0.08905460881643623,2.0,0.0
275,-0.8311244827693007,1.208192019661202,0.127096516683728,2.0,0.0
276,-0.364545065903891,1.3143117923413339,0.014094605742343336,2.0,0.0
277,-0.6705408660176471,0.9196222583817153,-0.05150568172272019,2.0,0.0
278,-0.471449648907609,1.0221256107332957,-0.1644575112035701,2.0,0.0
279,-0.9051434629512154,0.9148730880161343,0.1781583332385137,2.0,0.0
280,-0.7167354479678667,0.8035867641537133,-0.07956069255780274,2.0,0.0
281,-0.6591245730560185,1.101309472263172,0.056701297080438695,2.0,0.0
282,-0.614654656339449,0.9968295275790118,-0.14921407553670019,2.0,0.0
283,-0.471449648907609,1.0221256107332957,-0.1644575112035701,2.0,0.0
284,-0.35716244442318024,1.1595661087320268,-0.10486962663999877,2.0,0.0
285,-0.510265643906462,1.1828326671837328,0.026381062388309173,2.0,0.0
286,-0.77964120793159,0.8707385850152547,-0.0896816865828387,2.0,0.0
287,-0.5580985420737352,0.9967090257605777,-0.139300398305941,2.0,0.0
288,-0.570434647208532,0.9486331950345068,-0.036125916255832835,2.0,0.0
289,-0.5818539521287045,1.11909234776064,-0.17159262123244257,2.0,0.0
290,-0.6018266879345493,1.0458614178428756,-0.01612006452972281,2.0,0.0
291,-0.8359840846745754,1.0410551693008137,-0.02302237058140777,2.0,0.0
292,-0.37492155049421794,1.3748324282602389,-0.05019518037607629,2.0,0.0
293,-0.6248133432146579,1.0679874654757109,0.013038007841074672,2.0,0.0
294,-0.5365269558221499,0.9478340647233564,-0.043261066398128434,2.0,0.0
295,-0.5181410106374031,1.144236143470227,0.022741277364232704,2.0,0.0
296,-0.4994323456612948,1.0111364219943029,-0.07437719915000363,2.0,0.0
297,-0.42961297463463277,1.1056123051222018,-0.07582899713683222,2.0,0.0
298,-0.6412922969012569,1.045517988872163,-0.14788167920324968,2.0,0.0
299,-0.5361363403732776,1.1435795133772346,-0.0913865516712642,2.0,0.0
300,-0.10586064581378565,1.1402775949200723,0.22874768881177882,3.0,0.0
301,-0.25441627554021895,1.00656515608059,0.24227430998051885,3.0,0.0
302,-0.04536598564199691,1.2801587237588699,0.2772802474436385,3.0,0.0
303,0.15699313560465392,1.3001105623310014,0.10995359982157604,3.0,0.0
304,-0.0975517004269196,1.0710187443702814,0.13319355910722847,3.0,0.0
305,0.015388464766208552,1.2658553835224904,0.10509907680156794,3.0,0.0
306,-0.13280941644371141,1.0707543919757752,0.14091926378417818,3.0,0.0
307,0.010581356255974863,1.2199856157058022,0.10996127972691105,3.0,0.0
308,-0.0826850343429378,1.2052362725327073,0.02334851039003416,3.0,0.0
309,0.015388464766208552,1.2658553835224904,0.10509907680156794,3.0,0.0
310,-0.06711095492553003,1.1488100450305847,0.08536466155003436,3.0,0.0
311,-0.3040393758327823,0.9921733694260456,0.21984370621390814,3.0,0.0
312,-0.071672274106965,1.1648219511309938,0.0677141212442483,3.0,0.0
313,-0.32359325022088004,1.130654064534692,0.2124441912786607,3.0,0.0
314,-0.07877995405194305,1.0941962804078134,0.027384559674008935,3.0,0.0
315,-0.27755243842914307,1.0864551434043035,0.15409851881033326,3.0,0.0
316,-0.008310743949312405,1.2218179673863279,0.06200245597195597,3.0,0.0
317,-0.008310743949312405,1.2218179673863279,0.06200245597195597,3.0,0.0
318,-0.2056754202169842,1.2191176121209975,0.28311703548889644,3.0,0.0
319,-0.15949438004126337,1.1674538974291406,0.03465001640721588,3.0,0.0
320,-0.23103633875617005,1.382319159085873,0.2487677436766602,3.0,0.0
321,-0.20749647880457056,0.9958994199968869,0.21989574980133858,3.0,0.0
322,-0.22370921061139973,1.0480976400391633,0.06314017445123177,3.0,0.0
323,-0.06718390563046397,1.1160549390823276,0.04911220463518373,3.0,0.0
324,-0.007780451849550933,1.2261674853658295,0.15678693680009725,3.0,0.0
325,-0.3428026142248601,1.0705661221551552,0.18707421060490298,3.0,0.0
326,-0.19331263535060073,1.1797667734249413,0.3268920918084563,3.0,0.0
327,-0.02694255698092035,1.2277871405052239,0.10894622395207293,3.0,0.0
328,-0.034411751030697636,1.1918324587525144,-0.09477775306010955,3.0,0.0
329,-0.16587161067838346,1.0296864814190239,0.12133870618745962,3.0,0.0
330,-0.19406472316277545,1.266092506784134,0.15101780180843138,3.0,0.0
331,-0.47764285006063684,0.8559559025388498,0.21730151126145164,3.0,0.0
332,-0.21459870927613622,0.9579756810866796,0.21584817287268293,3.0,0.0
333,-0.32359325022088004,1.130654064534692,0.2124441912786607,3.0,0.0
334,-0.1443928092444992,1.1106554509800377,0.09687286165434544,3.0,0.0
335,-0.15488030425305435,1.069127687607403,-0.17130751248788184,3.0,0.0
336,-0.4533318619824409,0.8638458291823458,0.12882969526688265,3.0,0.0
337,-0.2845086375688848,1.1820628101080433,0.09539734768034935,3.0,0.0
338,-0.18419852779226958,0.9993301636840257,0.03677868906653997,3.0,0.0
339,-0.17636165825191796,1.197739026379948,0.12697519857344153,3.0,0.0
340,-0.18111194952647458,1.0596610158607995,-0.08192593323427705,3.0,0.0
341,-0.3236416829870186,0.9994930430098585,0.06730783555600361,3.0,0.0
342,-0.2498599015699215,1.1490066739969966,0.051586419807321704,3.0,0.0
343,-0.3273391051506554,1.18000599207147,0.23072130289366544,3.0,0.0
344,-0.6714961376078641,1.0083351147814812,0.33324552327737306,3.0,0.0
345,-0.22297046265296006,1.0219649917905131,-0.07828548017090092,3.0,0.0
346,-0.32885379888637556,0.9533042303814736,0.07234720484174312,3.0,0.0
347,-0.42518579914899973,0.7934990648459904,0.08082100114302926,3.0,0.0
348,-0.29530246717199515,1.0564895235716636,0.06935573905933878,3.0,0.0
349,-0.04550636609030423,1.170465867312428,-0.11654307270620218,3.0,0.0
350,-0.22660324136373117,1.1270933229052924,0.02231023652959374,3.0,0.0
351,-0.33003440509760645,1.2325690690894022,0.04872434813550963,3.0,0.0
352,-0.275968992350905,1.0511545151131023,0.022080279024710325,3.0,0.0
353,-0.12454899694283669,1.134838316649447,-0.009293021188172879,3.0,0.0
354,-0.27762538913407764,1.053700037456046,0.11784606189548269,3.0,0.0
355,-0.12885539912430283,1.2820307772055042,0.11803522295341029,3.0,0.0
356,-0.27617400192126684,0.8293524917108147,-0.04178068400934337,3.0,0.0
357,-0.13413501625518012,1.235788790441836,0.12310411996588222,3.0,0.0
358,-0.42798408270093585,0.8885140982199353,-0.07478505087017273,3.0,0.0
359,-0.27201518425315485,1.0346640417951467,0.03999656887109093,3.0,0.0
360,-0.2685927837148844,1.0892763965721226,0.025963172923099798,3.0,0.0
361,-0.2925111322849274,0.9834597298263681,0.005342880537433203,3.0,0.0
362,-0.43865004162797383,0.9788598363416997,0.0679982564745173,3.0,0.0
